time/days,f_i of nostoc,C,N,P
29.0479166666667,0.142311844225532,0.999386477702188,0.142314906100876,0.466447654120739
29.0486111111111,0.142311845561701,0.999386494855218,0.1423149074409,0.466446129549691
29.0493055555556,0.14231184689729,0.999386512006905,0.142314908780341,0.46644460499468
29.05,0.142311848232299,0.999386529157247,0.142314910119201,0.466443080455711
29.0506944444444,0.142311849566727,0.999386546306246,0.142314911457478,0.466441555932786
29.0513888888889,0.142311850900576,0.999386563453901,0.142314912795175,0.466440031425909
29.0520833333333,0.142311852233845,0.999386580600213,0.14231491413229,0.466438506935084
29.0527777777778,0.142311853566535,0.999386597745181,0.142314915468825,0.466436982460314
29.0534722222222,0.142311854898646,0.999386614888806,0.142314916804778,0.466435458001601
29.0541666666667,0.142311856230179,0.999386632031088,0.142314918140152,0.466433933558951
29.0548611111111,0.142311857561133,0.999386649172027,0.142314919474945,0.466432409132365
29.0555555555556,0.142311858891508,0.999386666311624,0.142314920809158,0.466430884721848
29.05625,0.142311860221306,0.999386683449878,0.142314922142792,0.466429360327402
29.0569444444444,0.142311861550526,0.99938670058679,0.142314923475847,0.466427835949032
29.0576388888889,0.142311862879169,0.999386717722359,0.142314924808322,0.46642631158674
29.0583333333333,0.142311864207234,0.999386734856586,0.142314926140218,0.46642478724053
29.0590277777778,0.142311865534722,0.999386751989472,0.142314927471536,0.466423262910406
29.0597222222222,0.142311866861634,0.999386769121015,0.142314928802275,0.46642173859637
29.0604166666667,0.142311868187969,0.999386786251218,0.142314930132437,0.466420214298427
29.0611111111111,0.142311869513729,0.999386803380078,0.14231493146202,0.466418690016578
29.0618055555556,0.142311870838912,0.999386820507598,0.142314932791026,0.466417165750829
29.0625,0.142311872163519,0.999386837633776,0.142314934119454,0.466415641501182
29.0631944444444,0.142311873487551,0.999386854758614,0.142314935447306,0.46641411726764
29.0638888888889,0.142311874811008,0.99938687188211,0.14231493677458,0.466412593050208
29.0645833333333,0.142311876133889,0.999386889004267,0.142314938101278,0.466411068848888
29.0652777777778,0.142311877456197,0.999386906125082,0.142314939427399,0.466409544663683
29.0659722222222,0.142311878777929,0.999386923244557,0.142314940752945,0.466408020494598
29.0666666666667,0.142311880099087,0.999386940362692,0.142314942077914,0.466406496341634
29.0673611111111,0.142311881419672,0.999386957479488,0.142314943402308,0.466404972204797
29.0680555555556,0.142311882739683,0.999386974594943,0.142314944726126,0.466403448084089
29.06875,0.14231188405912,0.999386991709058,0.14231494604937,0.466401923979513
29.0694444444444,0.142311885377984,0.999387008821835,0.142314947372038,0.466400399891074
29.0701388888889,0.142311886696275,0.999387025933271,0.142314948694132,0.466398875818773
29.0708333333333,0.142311888013993,0.999387043043369,0.142314950015652,0.466397351762615
29.0715277777778,0.142311889331139,0.999387060152127,0.142314951336597,0.466395827722603
29.0722222222222,0.142311890647713,0.999387077259547,0.142314952656969,0.466394303698741
29.0729166666667,0.142311891963715,0.999387094365628,0.142314953976767,0.466392779691031
29.0736111111111,0.142311893279145,0.99938711147037,0.142314955295991,0.466391255699477
29.0743055555556,0.142311894594003,0.999387128573774,0.142314956614643,0.466389731724082
29.075,0.142311895908291,0.99938714567584,0.142314957932721,0.46638820776485
29.0756944444444,0.142311897222007,0.999387162776567,0.142314959250227,0.466386683821784
29.0763888888889,0.142311898535153,0.999387179875957,0.142314960567161,0.466385159894888
29.0770833333333,0.142311899847728,0.999387196974009,0.142314961883522,0.466383635984164
29.0777777777778,0.142311901159733,0.999387214070723,0.142314963199312,0.466382112089616
29.0784722222222,0.142311902471168,0.9993872311661,0.14231496451453,0.466380588211248
29.0791666666667,0.142311903782033,0.999387248260139,0.142314965829176,0.466379064349062
29.0798611111111,0.142311905092328,0.999387265352842,0.142314967143252,0.466377540503062
29.0805555555556,0.142311906402055,0.999387282444207,0.142314968456756,0.466376016673252
29.08125,0.142311907711212,0.999387299534236,0.14231496976969,0.466374492859635
29.0819444444444,0.142311909019801,0.999387316622928,0.142314971082054,0.466372969062214
29.0826388888889,0.142311910327821,0.999387333710283,0.142314972393847,0.466371445280992
29.0833333333333,0.142311911635273,0.999387350796302,0.142314973705071,0.466369921515973
29.0840277777778,0.142311912942157,0.999387367880985,0.142314975015725,0.46636839776716
29.0847222222222,0.142311914248473,0.999387384964332,0.142314976325809,0.466366874034556
29.0854166666667,0.142311915554222,0.999387402046343,0.142314977635324,0.466365350318165
29.0861111111111,0.142311916859404,0.999387419127018,0.142314978944271,0.46636382661799
29.0868055555556,0.142311918164018,0.999387436206358,0.142314980252648,0.466362302934034
29.0875,0.142311919468065,0.999387453284362,0.142314981560458,0.466360779266301
29.0881944444444,0.142311920771547,0.999387470361031,0.142314982867699,0.466359255614794
29.0888888888889,0.142311922074461,0.999387487436365,0.142314984174372,0.466357731979517
29.0895833333333,0.14231192337681,0.999387504510364,0.142314985480478,0.466356208360472
29.0902777777778,0.142311924678593,0.999387521583028,0.142314986786016,0.466354684757662
29.0909722222222,0.142311925979811,0.999387538654357,0.142314988090987,0.466353161171093
29.0916666666667,0.142311927280463,0.999387555724353,0.142314989395391,0.466351637600765
29.0923611111111,0.14231192858055,0.999387572793013,0.142314990699228,0.466350114046684
29.0930555555556,0.142311929880072,0.99938758986034,0.142314992002499,0.466348590508851
29.09375,0.14231193117903,0.999387606926333,0.142314993305204,0.466347066987272
29.0944444444444,0.142311932477423,0.999387623990992,0.142314994607343,0.466345543481948
29.0951388888889,0.142311933775253,0.999387641054317,0.142314995908916,0.466344019992883
29.0958333333333,0.142311935072518,0.999387658116309,0.142314997209924,0.46634249652008
29.0965277777778,0.14231193636922,0.999387675176967,0.142314998510366,0.466340973063543
29.0972222222222,0.142311937665359,0.999387692236292,0.142314999810244,0.466339449623275
29.0979166666667,0.142311938960934,0.999387709294284,0.142315001109556,0.466337926199279
29.0986111111111,0.142311940255947,0.999387726350944,0.142315002408305,0.466336402791559
29.0993055555556,0.142311941550397,0.99938774340627,0.142315003706489,0.466334879400118
29.1,0.142311942844284,0.999387760460264,0.142315005004109,0.466333356024959
29.1006944444444,0.14231194413761,0.999387777512925,0.142315006301165,0.466331832666085
29.1013888888889,0.142311945430374,0.999387794564255,0.142315007597658,0.4663303093235
29.1020833333333,0.142311946722576,0.999387811614252,0.142315008893588,0.466328785997207
29.1027777777778,0.142311948014216,0.999387828662917,0.142315010188954,0.46632726268721
